################################################################################
IN SEQ: 	 b'cops in republican senate office violently assault disabled protesters ; reports of serious injuries'
GOLD SEQ: 	 b'revealed : this is what aliens look like its not what you expect'
PRED SEQ:	 b': this is what aliens look like its not what you expect'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.42945674, 0.053725768, 0.0150107145, 0.0061384235, 0.005048361, 0.14290331, 0.065459855, 0.005087697, 0.06938471, 0.025382975, 0.00066034176, 0.06800006, 0.028638104]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"britain ' s biggest sponge ##r shows off 1 ##k designer bag"
GOLD SEQ: 	 b"britain ' s biggest sponge ##r shows off 1 ##k designer bag"
PRED SEQ:	 b"britain ' s biggest sponge ##r shows off 1 ##k designer"
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0075944504, 6.4403015e-05, 0.00035784286, 0.88842994, 0.018463738, 0.01797804, 0.0011002037, 0.00030266508, 0.004546241, 0.00298811, 0.0038087147, 0.00169498]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"cycling legend chris board ##man slams ' sex ##ist ' sc ##ouse barber ##s"
GOLD SEQ: 	 b"cycling legend chris board ##man slams ' sex ##ist ' sc ##ouse barber ##s"
PRED SEQ:	 b"cycling player chris board ##man slams ' sex ##ist ' sc ##ouse barber ##s"
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [8.081644e-05, 0.8715331, 1.4327785e-06, 1.4353415e-06, 1.4603424e-06, 0.0014888494, 5.755771e-06, 5.1934232e-05, 3.2920234e-05, 3.419529e-06, 0.0023701512, 0.0021392922, 0.00014018039, 2.186809e-05]
GOLD TOK: 	 []
PRED TOK: 	 [['player']]
################################################################################
IN SEQ: 	 b"becky watts trial : step ##bro ##ther admits he was a ' psychological ##ly disturbed cave ##man '"
GOLD SEQ: 	 b"becky watts trial : step ##bro ##ther admits he was a ' psychological ##ly disturbed cave ##man '"
PRED SEQ:	 b"becky watts trial : step ##bro ##ther said he was a ' psychological ##ly disturbed cave ##man '"
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [4.99846e-05, 5.927291e-06, 1.2242825e-05, 5.5928067e-06, 9.984953e-05, 5.0968018e-05, 5.6056793e-05, 0.9951036, 8.961975e-06, 3.3894306e-05, 2.346844e-06, 1.4423011e-06, 2.7490785e-06, 2.3226462e-06, 4.4399653e-06, 1.119893e-05, 2.0931711e-05, 1.4944771e-06]
GOLD TOK: 	 []
PRED TOK: 	 [['said']]
################################################################################
IN SEQ: 	 b"china ' s terrifying new warship is about launch and this is just the beginning"
GOLD SEQ: 	 b"china ' s terrifying new warship is about launch and this is just the beginning"
PRED SEQ:	 b"china ' s new warship is about launch and this is just the beginning"
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [3.5650235e-06, 1.4028275e-06, 1.6984849e-06, 0.9998215, 2.1586254e-06, 5.526368e-06, 3.663248e-06, 2.1329315e-06, 1.3498453e-06, 9.5100773e-07, 1.2088576e-06, 1.3480173e-06, 1.7620059e-06, 7.2802425e-07, 8.621196e-07]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"' good dad ' who named son adolf hitler vows to adopt same name : ' so what if i ' m a nazi '"
GOLD SEQ: 	 b"' good dad ' who named son adolf hitler vows to adopt same name : ' so what if i ' m a nazi '"
PRED SEQ:	 b"' good dad ' m who named son adolf hitler vows to adopt same name : ' so what if i ' m a nazi '"
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.014988748, 0.044701684, 0.024645224, 0.0073150974, 0.014604872, 0.15003446, 0.15975678, 0.008161296, 0.0026239865, 0.22220157, 0.00017896872, 0.0930313, 0.0035305994, 0.0008027806, 0.0008654333, 0.0001992479, 5.5866534e-05, 2.214682e-05, 1.1031661e-05, 3.2782515e-05, 1.6809408e-05, 3.4687404e-05, 9.77484e-05, 0.0034037172, 0.00026385643]
GOLD TOK: 	 []
PRED TOK: 	 [['m']]
################################################################################
IN SEQ: 	 b"critics slam ' sex ##ist ' spec ##tre film"
GOLD SEQ: 	 b"critics slam ' sex ##ist ' spec ##tre film"
PRED SEQ:	 b"critics slam ' sex ##ist ' film"
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.00020902931, 5.304654e-05, 4.332087e-06, 0.0007277909, 0.0021754506, 1.1684576e-05, 0.9653714, 0.99352443, 0.0010309849]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'man arrested after series of pictures showing tourists stripped naked on beach go viral'
GOLD SEQ: 	 b'man arrested after series of pictures showing tourists stripped naked on beach go viral'
PRED SEQ:	 b'man arrested after series of pictures showing tourists stripped naked on beach go viral'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.23073377, 0.06898977, 0.006346735, 0.0029792248, 3.6338715e-05, 0.013840207, 0.025260411, 0.34780574, 0.049485948, 0.004183158, 0.00018635666, 0.011035417, 0.13084945, 0.105206765]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'breaking : br ##ex ##it article 50 trigger date revealed'
GOLD SEQ: 	 b'breaking : br ##ex ##it article 50 trigger date revealed'
PRED SEQ:	 b'breaking : br ##ex ##it article 50 date'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.026999516, 0.0012867238, 0.001161437, 0.00051356526, 0.00077916414, 0.0062826215, 0.00037612446, 0.61525136, 0.0033421505, 0.33001608]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'13 - year - old girl arrested over murder of dad darren kelly'
GOLD SEQ: 	 b'13 - year - old girl arrested over murder of dad darren kelly'
PRED SEQ:	 b'13 - year - old girl arrested over killing of dad darren kelly'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0047383183, 0.0013254231, 0.0008462293, 0.00040251669, 0.00076112483, 0.082224764, 0.0060628154, 0.05245385, 0.72404873, 0.00015765257, 0.0033402643, 0.00013876005, 1.8808501e-05]
GOLD TOK: 	 []
PRED TOK: 	 [['killing']]
################################################################################
IN SEQ: 	 b'sexy slow - mo ad ##vert is so steam ##y it sent the internet into melt ##down'
GOLD SEQ: 	 b'sexy slow - mo ad ##vert is so steam ##y it sent the internet into melt ##down'
PRED SEQ:	 b'slow - mo ad ##vert is so steam ##y it sent the internet into melt ##down'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.96948683, 0.00059700897, 7.879835e-05, 0.00075459905, 3.702231e-05, 9.882029e-05, 0.0041584526, 0.0004920592, 0.0003143031, 3.5866873e-05, 2.570057e-05, 3.7830836e-05, 2.2026852e-06, 6.901616e-06, 8.742309e-06, 5.6006134e-05, 5.0874445e-05]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'evil thug leaves ex - lover for dead after beating her up in front of his kids'
GOLD SEQ: 	 b'evil thug leaves ex - lover for dead after beating her up in front of his kids'
PRED SEQ:	 b'thug leaves ex - lover for dead after beating her up in front of his kids'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.7899724, 0.026395136, 0.00028882007, 0.00037952693, 0.0003624133, 0.0022135726, 6.529873e-05, 0.0003529377, 8.474454e-06, 0.0001975373, 2.2304515e-05, 5.9623235e-05, 2.0735322e-06, 3.193998e-06, 1.3733846e-06, 2.26164e-05, 0.00023738707]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"chilling video captures woman being helped by ' good sam ##ari ##tan ' moments before being rape"
GOLD SEQ: 	 b"chilling video captures woman being helped by ' good sam ##ari ##tan ' moments before being rape"
PRED SEQ:	 b"video captures woman being helped by ' good sam ##ari ##tan ' moments before being rape"
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.23759753, 0.0012860119, 0.047427703, 0.42689914, 0.00029417698, 0.0031564166, 3.6197496e-05, 4.91807e-05, 0.0008509337, 0.00018188434, 0.00015239514, 0.00028623996, 3.698191e-05, 0.011197375, 0.000120609024, 0.0019783427, 0.049885675]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"head shrinking virus z ##ika in ireland after first us case ' caught through sex '"
GOLD SEQ: 	 b"head shrinking virus z ##ika in ireland after first us case ' caught through sex '"
PRED SEQ:	 b"head virus z ##ika in ireland after first us case ' caught through sex '"
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.031060847, 0.90486246, 0.014242663, 0.0024269335, 0.007838919, 1.4311999e-05, 0.0011060643, 2.1456895e-05, 6.3439315e-05, 0.00016693411, 0.00017709332, 3.5188523e-06, 2.6533573e-05, 3.7160423e-06, 1.0774298e-05, 3.5571002e-06]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'cheltenham festival : girls light up ladies day as punt ##ers turn to boo ##ze'
GOLD SEQ: 	 b'cheltenham festival : girls light up ladies day as punt ##ers turn to boo ##ze'
PRED SEQ:	 b'cheltenham festival : girls light up day as punt ##ers turn to boo ##ze'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0027302785, 0.0008062046, 3.716685e-05, 0.02243643, 0.0036488601, 3.454598e-05, 0.67926997, 0.0005398724, 0.00011762317, 0.0015035799, 0.00026512158, 0.00042011618, 3.56172e-05, 0.005568338, 0.002528932]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'its war us military deploy ##s missiles to north korea'
GOLD SEQ: 	 b'its war us military deploy ##s missiles to north korea'
PRED SEQ:	 b'its us military deploy ##s missiles to north korea'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0010165191, 0.988597, 0.0011526615, 0.00074124476, 0.00023931099, 0.00042555606, 0.0032665608, 3.9354403e-05, 0.00020477384, 3.2396212e-05]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'japan and us to team up as north korea releases chilling space - missile plans'
GOLD SEQ: 	 b'japan and us to team up as north korea releases chilling space - missile plans'
PRED SEQ:	 b'japan and us to team up as north korea releases space - missile plans'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [7.766337e-06, 2.607824e-06, 6.196369e-05, 1.3780184e-06, 1.2334388e-06, 1.141259e-06, 2.1044302e-06, 4.295584e-06, 1.5032612e-06, 9.173905e-05, 0.9967403, 3.8581475e-05, 2.4984758e-05, 1.7509003e-05, 1.31669285e-05]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'huge earthquake sends shock ##wave ##s around russia ##s east coast'
GOLD SEQ: 	 b'huge earthquake sends shock ##wave ##s around russia ##s east coast'
PRED SEQ:	 b'earthquake sends shock ##wave ##s around russia ##s east coast'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.9960361, 6.530396e-05, 6.3588384e-05, 3.3903113e-06, 5.68444e-06, 2.5763163e-06, 2.1605145e-05, 0.0026650524, 0.00015157172, 0.00010832066, 1.1197414e-05]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'isis holocaust threat : sick terror group says it will kill every jew in the world'
GOLD SEQ: 	 b'isis holocaust threat : sick terror group says it will kill every jew in the world'
PRED SEQ:	 b'isis holocaust threat : terror group says it will kill every jew in the world'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [2.5436211e-05, 5.0690196e-06, 2.2852673e-05, 8.499432e-06, 0.91834724, 0.029318541, 0.0008599918, 0.023720784, 2.1461254e-05, 3.206787e-05, 0.00022108687, 1.2955925e-05, 0.000115206145, 2.7753415e-06, 1.4765295e-06, 9.852346e-06]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'one in three terror suspects are white as fewer asian ##s are held'
GOLD SEQ: 	 b'one in three terror suspects are white as fewer asian ##s are held'
PRED SEQ:	 b'one in three terror suspects are white as fewer asian ##s are held'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0011014915, 1.7411427e-05, 0.0012259725, 0.5238354, 0.19884795, 0.012489889, 0.15539469, 0.000881342, 0.0073320316, 0.011973135, 0.037170507, 0.00014784157, 0.008940976]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'watch : bull escapes fight and rampage ##s through crowd causing carnage'
GOLD SEQ: 	 b'watch : bull escapes fight and rampage ##s through crowd causing carnage'
PRED SEQ:	 b'watch : bull escapes fight and rampage ##s through crowd causing crowd'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.00025237747, 4.8528884e-05, 0.001392939, 0.0012415762, 0.00012631115, 3.8181857e-05, 0.005153356, 0.0017246912, 4.201098e-05, 0.00016125171, 0.011766921, 0.88654757]
GOLD TOK: 	 []
PRED TOK: 	 [['crowd']]
################################################################################
IN SEQ: 	 b'graphic content : doctor squeeze ##s rep ##ulsive amounts of creamy yellow pun ##gent pu ##s from cy ##st'
GOLD SEQ: 	 b'graphic content : doctor squeeze ##s rep ##ulsive amounts of creamy yellow pun ##gent pu ##s from cy ##st'
PRED SEQ:	 b'graphic content : doctor squeeze ##s amounts of creamy yellow pun ##gent pu ##s from cy ##st cy ##st'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [5.591216e-05, 5.754448e-06, 1.956764e-06, 0.00010264547, 0.00038675705, 0.00026045748, 0.9906598, 0.96782076, 1.702863e-05, 1.6185091e-06, 0.00015683513, 7.903442e-05, 0.0016911092, 0.0014018368, 8.304192e-05, 0.00012656167, 1.51826125e-05, 1.7361652e-05, 1.3015379e-05]
GOLD TOK: 	 []
PRED TOK: 	 [['cy', '##st']]
################################################################################
IN SEQ: 	 b"pictured : gorgeous foot ##ie ph ##ys ##io who ' s attracting fans madly in love with her to training"
GOLD SEQ: 	 b"pictured : gorgeous foot ##ie ph ##ys ##io who ' s attracting fans madly in love with her to training"
PRED SEQ:	 b"pictured : foot ##ie ph ##ys ##io who ' s attracting fans madly in love with her to training"
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [2.9473558e-06, 2.5416605e-06, 0.9997298, 1.4591328e-06, 1.1865101e-06, 1.0686013e-06, 1.0311509e-06, 1.1733132e-06, 1.790947e-06, 1.6064363e-06, 2.8419395e-06, 5.374926e-06, 1.6175185e-06, 5.988627e-05, 1.2739156e-06, 2.7949143e-06, 8.0817205e-07, 1.0783946e-06, 9.225099e-07, 1.1083248e-06]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'mass brawl er ##upt ##s during liverpool mma event as armed crowd members storm ring'
GOLD SEQ: 	 b'mass brawl er ##upt ##s during liverpool mma event as armed crowd members storm ring'
PRED SEQ:	 b'mass brawl er ##upt ##s during liverpool mma event as armed crowd members storm ring'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.013772923, 0.049577836, 0.22133645, 0.49873817, 0.28294802, 0.0031004176, 0.030917378, 0.005100561, 0.007455511, 0.0013760043, 0.026224164, 0.0008968581, 6.625515e-05, 0.005123484, 0.00015623689]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'dad stunned as ghost of jesus appears in photo next to holy statue'
GOLD SEQ: 	 b'dad stunned as ghost of jesus appears in photo next to holy statue'
PRED SEQ:	 b'dad stunned as ghost of jesus appears in photo next to statue'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0003570765, 0.0018379233, 9.639928e-06, 0.00018331167, 2.2515594e-06, 1.8417179e-05, 8.101281e-05, 2.5469963e-06, 9.682792e-05, 8.687253e-05, 2.6543507e-06, 0.96969676, 0.00055006193]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'violent outburst ##s at arsenal man city game as angry gunners fight each other'
GOLD SEQ: 	 b'violent outburst ##s at arsenal man city game as angry gunners fight each other'
PRED SEQ:	 b'violent outburst ##s at arsenal man city game as angry gunners fight each other'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.2087657, 0.11384743, 0.07576116, 0.00014362218, 0.0008240403, 0.53221804, 0.0073763835, 0.0034452423, 0.00015890159, 0.02296654, 0.02372154, 0.017819522, 0.00046982418, 0.00071297784]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"tony belle ##w reveals david hay ##e ' s final words before shock boxing defeat"
GOLD SEQ: 	 b"tony belle ##w reveals david hay ##e ' s final words before shock boxing defeat"
PRED SEQ:	 b"tony belle ##w reveals david hay ##e ' s final words before boxing defeat"
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [8.483041e-06, 2.2848012e-06, 1.5163566e-06, 0.00083412236, 1.2859743e-06, 1.1482526e-06, 1.0462071e-06, 1.0485544e-06, 1.3311823e-06, 3.948941e-05, 5.3917543e-06, 6.44687e-05, 0.9323399, 0.0012171228, 0.0022844493]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"lad asks ##tee ##n ' what ' s under your towel ? ' and her response is incredible"
GOLD SEQ: 	 b"lad asks ##tee ##n ' what ' s under your towel ? ' and her response is incredible"
PRED SEQ:	 b"lad asks ##tee ##n ' what ' s under your towel ? ' and her response is lad"
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [5.863637e-05, 3.341855e-05, 0.0011117249, 0.00046654954, 2.247539e-06, 2.1575984e-06, 1.268482e-06, 2.133369e-06, 2.4099743e-06, 2.1782048e-06, 3.936685e-06, 1.3251176e-06, 1.2080187e-06, 2.2346512e-06, 8.298403e-06, 4.285751e-06, 0.004874629, 0.9972753]
GOLD TOK: 	 []
PRED TOK: 	 [['lad']]
################################################################################
IN SEQ: 	 b'vile b ##lok ##e raped girl , 13 , in wood then offered mum 15 ##k to take her back to romania'
GOLD SEQ: 	 b'vile b ##lok ##e raped girl , 13 , in wood then offered mum 15 ##k to take her back to romania'
PRED SEQ:	 b'vile b ##lok ##e raped girl , 13 , in wood then offered mum 15 ##k to take her back to romania'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
