################################################################################
IN SEQ: 	 b'cops in republican senate office assault disabled protesters ; reports of serious injuries'
PRED DIST: 	 [0.077990055, 0.05812615, 0.16043288, 0.13004322, 0.15906918, 0.21422526, 0.36092654, 0.18429706, 0.12736893, 0.16513065, 0.14364225, 0.033786446, 0.38312078, 0.14261517, 0.24725078, 0.32616687, 0.021715447, 0.1674769, 0.15593466, 0.20073342, 0.2262195, 0.2609074, 0.1726303, 0.09690364, 0.20375456, 0.09232527, -0.04865378]
GOLD TOK: 	 [['##maker']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'watch : jose mo ##uri ##nh ##o appears to push young chelsea fan in street'
GOLD SEQ: 	 b'watch : jose mo ##uri ##nh ##o appears to push young chelsea fan in street'
PRED SEQ:	 b'watch : jose mo ##uri ##nh ##o appears to support young chelsea fan in street'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.2160805, 0.114728495, 0.41212106, 0.4711299, 0.63355, 0.28148714, 0.20975837, 0.08220495, -0.01773709, 0.038373217, 0.21042003, 0.4061303, 0.20976122, -0.115963414, 0.19672558]
GOLD TOK: 	 []
PRED TOK: 	 [['support']]
################################################################################
IN SEQ: 	 b"moon landing bombs : is this the secret nasa doesn ' t want you to know ?"
GOLD SEQ: 	 b"moon landing bombs ##hell : is this the sinister secret nasa doesn ' t want you to know ?"
PRED SEQ:	 b"moon landing bombs : is this the secret nasa doesn ' t want you to know ?"
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.035948366, 0.057606675, 0.10193354, 0.08743505, -0.12551582, 0.014467806, 0.29456973, 0.14915535, 0.095072195, -0.11040331, 0.10357557, 0.0023365319, 0.012936186, -0.110962264, 0.28689906, 0.03975416, -0.13962232]
GOLD TOK: 	 [['##hell'], ['sinister']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'naked strip ##pers hired at barber ##s in bid to attract customers to'
GOLD SEQ: 	 b'naked strip ##pers hired at barber ##s in sa ##uc ##y bid to attract customers'
PRED SEQ:	 b'strip ##pers hired at barber ##s in bid to attract customers to'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]
PRED DIST: 	 [0.048162162, 0.01950056, 0.056882683, 0.26387116, 0.055371985, 0.16989744, 0.23184118, -0.4183833, -0.20221157, -0.3379171, -0.16332883, -0.04813239, -0.19421151]
GOLD TOK: 	 [['sa', '##uc', '##y']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'more dangerous than isis : the new top secret group targeting brit ##s'
GOLD SEQ: 	 b'more dangerous than isis : the new top secret terror group targeting brit ##s'
PRED SEQ:	 b'more notable than isis : the new top secret group targeting brit ##s'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.105788365, 0.19842112, 0.10630025, 0.13588795, 0.3253258, 0.33086732, 0.3510481, 0.25377864, 0.18154222, 0.11969581, 0.020107605, -0.052123755, -0.15289566]
GOLD TOK: 	 [['terror']]
PRED TOK: 	 [['notable']]
################################################################################
IN SEQ: 	 b'biker in motorway stunt is critically injured as jump goes wrong'
GOLD SEQ: 	 b'daring biker in motorway stunt is critically injured as jump goes horribly wrong'
PRED SEQ:	 b'biker in motorway stunt is critically injured as jump goes wrong'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.1169105, 0.10811947, 0.101354726, 0.10087696, 0.025529219, 0.30148828, 0.15022828, 0.029410452, -0.03106737, 0.06324802, 0.055960856]
GOLD TOK: 	 [['daring'], ['horribly']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"isis on the high street : ' cotton ' ending up in uk clothes shops '"
GOLD SEQ: 	 b"isis on the high street : terrorists ' cotton ' ending up in uk clothes shops '"
PRED SEQ:	 b"according to the high street : ' cotton ' ending up in uk clothes shops '"
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.096172675, -0.004834369, 0.14172626, 0.29063034, 0.2958422, 0.1013589, 0.15207529, 0.15874186, 0.09997496, 0.062093616, -0.040632233, -0.048046477, 0.057959463, 0.12722653, 0.13593513, 0.07482122]
GOLD TOK: 	 [['terrorists']]
PRED TOK: 	 [['according', 'to']]
################################################################################
IN SEQ: 	 b'married teacher teacher teen , 14 , and rom ##ped in her car multiple times'
GOLD SEQ: 	 b'married teacher seduce ##d teen , 14 , and rom ##ped in her car multiple times'
PRED SEQ:	 b'married teacher teacher teen , 14 , and appeared in her car multiple times'
GOLD DIST: 	 [0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.0110648535, 0.039476007, 0.05785814, -0.049619757, 0.021039546, -0.08303584, 0.096843384, -0.2185699, -0.26893735, -0.39971176, -0.52232945, -0.38081747, -0.14303349, -0.25883138, -0.6192951]
GOLD TOK: 	 [['seduce', '##d']]
PRED TOK: 	 [['appeared']]
################################################################################
IN SEQ: 	 b'parents shocked by discovery in footage of baby playing at home'
GOLD SEQ: 	 b'parents shocked by chilling discovery in footage of baby playing at home'
PRED SEQ:	 b'parents shocked by discovery in footage of muslim playing at home'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.31278086, 0.4899298, 0.33176804, 0.55671656, 0.34870696, 0.4686523, 0.35690722, 0.4087137, 0.4681998, 0.3496173, 0.38996464]
GOLD TOK: 	 [['chilling']]
PRED TOK: 	 [['muslim']]
################################################################################
IN SEQ: 	 b"wwe ric flair reveals the match that will ' steal the show ' at wrestlemania 33"
GOLD SEQ: 	 b"wwe legend ric flair reveals the match that will ' steal the show ' at wrestlemania 33"
PRED SEQ:	 b"wwe ric flair claims the match that will ' steal the show ' at wrestlemania 33"
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.1579305, 0.3097591, 0.16469038, 0.21932244, 0.14488089, 0.030552149, 0.03823918, -0.09499882, -0.004864499, 0.24001598, 0.09783428, 0.07682353, 0.041558176, 0.12927881, 0.17057897, 0.07555754]
GOLD TOK: 	 [['legend']]
PRED TOK: 	 [['claims']]
################################################################################
IN SEQ: 	 b'is this who shot big ##gie small ##s ? mystery man in video could be clue to rappers murder'
GOLD SEQ: 	 b'is this who shot big ##gie small ##s ? mystery man in video could be clue to rappers murder'
PRED SEQ:	 b'is this who shot big ##gie small ##s ? mystery person in video could be clue to rappers murder'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.20004526, 0.23484483, 0.16386464, 0.06407853, 0.2532022, 0.23392752, 0.2410271, 0.084360614, 0.2770514, 0.29801196, 0.14790703, 0.0010732338, 0.15063947, 0.05665995, -0.006613314, 0.11990547, 0.109060675, 0.18623027, 0.40544054]
GOLD TOK: 	 []
PRED TOK: 	 [['person']]
################################################################################
IN SEQ: 	 b'proof of alien life ? scientists make breakthrough with distant star'
GOLD SEQ: 	 b'proof of alien life ? scientists make amazing breakthrough with distant star'
PRED SEQ:	 b'proof of alien life ?'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.13949491, 0.20284125, 0.20202312, 0.24211377, 0.16222636, 0.25496736, 0.27671063, 0.31477976, 0.22541878, 0.26501632, 0.24822164]
GOLD TOK: 	 [['amazing']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'shot dead by police during stand - off in cambridgeshire'
GOLD SEQ: 	 b'man shot dead by police during stand - off in cambridgeshire'
PRED SEQ:	 b'shot captured by police during stand - off in cambridgeshire'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.055492505, 0.31822026, 0.38569695, 0.23428826, 0.2476844, 0.26736572, 0.020356819, -0.006460473, 0.22580877, 0.05320455]
GOLD TOK: 	 [['man']]
PRED TOK: 	 [['captured']]
################################################################################
IN SEQ: 	 b'pip ##pa and james matthews sc ##off kangaroo in sydney restaurant'
GOLD SEQ: 	 b'pip ##pa and james matthews sc ##off kangaroo in po ##sh sydney restaurant'
PRED SEQ:	 b'pip ##pa and james matthews sc ##off " in sydney restaurant'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.10407531, 0.12995115, -0.023487508, 0.34221205, 0.016496554, 0.25578374, 0.23849218, 0.12945433, 0.09570103, 0.09925173, 0.24827784]
GOLD TOK: 	 [['po', '##sh']]
PRED TOK: 	 [['"']]
################################################################################
IN SEQ: 	 b"liz hurley ' s fashion range pays indian workers 3 . 50 to make 51 ##3 designer dresses"
GOLD SEQ: 	 b"liz hurley ' s fashion range pays indian workers just 3 . 50 to make 51 ##3 designer dresses"
PRED SEQ:	 b"liz hurley ' s fashion range pays indian workers 3 . 50 to make 51 ##3 designer dresses"
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.34730715, 0.18816757, 0.18976653, 0.25112182, 0.3126393, 0.1327844, 0.15215483, 0.17910883, 0.31017575, 0.38131797, 0.07937126, 0.059067324, 0.29959297, 0.13517185, 0.21597375, 0.2865604, 0.42960215, 0.3196934]
GOLD TOK: 	 [['just']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'lass risks life in 40 mile lava trek after twin baby death'
GOLD SEQ: 	 b'brave lass risks life in 40 mile lava trek after tragic twin baby death'
PRED SEQ:	 b'lass risks life in 40 mile lava trek after twin -'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.11066326, 0.08725271, 0.30388707, 0.0124561675, 0.13945332, 0.08236666, 0.21353911, 0.17748208, 0.15745577, 0.10765208, 0.058021016, 0.25841087]
GOLD TOK: 	 [['brave'], ['tragic']]
PRED TOK: 	 [['-']]
################################################################################
IN SEQ: 	 b'watch : g ##lo ##ating video shows isis handing out sweets after russian air crash'
GOLD SEQ: 	 b'watch : g ##lo ##ating video shows isis handing out sweets after russian air crash tragedy'
PRED SEQ:	 b'watch : video shows isis handing out sweets after russian air crash'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.04293606, -0.15450461, -0.08888981, 0.049319014, -0.038228154, -0.002189245, -0.025420144, 0.026727878, -0.018115051, -0.19467317, -0.08858828, -0.0012832657, -0.16190478, -0.063175485, 0.0515194]
GOLD TOK: 	 [['tragedy']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'watch : brawl breaks out in rooster ##s take ##away after head ##bu ##tt'
GOLD SEQ: 	 b'watch : shocking brawl breaks out in rooster ##s take ##away after brutal head ##bu ##tt'
PRED SEQ:	 b'watch : brawl breaks out in rooster ##s'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.316469, 0.3431472, 0.34293744, 0.27384838, 0.15270954, 0.23777379, 0.110729314, 0.24638668, 0.5099751, 0.4908277, 0.3148267, 0.54562736, 0.40725577, 0.40631962]
GOLD TOK: 	 [['shocking'], ['brutal']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'isis uncover hidden palace of biblical king revealing 2 , 600 - year - old'
GOLD SEQ: 	 b'isis uncover hidden palace of biblical king revealing 2 , 600 - year - old secrets'
PRED SEQ:	 b'isis uncover hidden palace of the king revealing 2 , 600 - year - old'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.25155392, 0.1987627, 0.3102984, 0.33280772, 0.22770357, 0.18472818, 0.2211785, 0.27296135, 0.22623947, 0.66190124, 0.41099727, 0.15914512, 0.25266007, 0.06366227, 0.16241923]
GOLD TOK: 	 [['secrets']]
PRED TOK: 	 [['the']]
################################################################################
IN SEQ: 	 b"ancient pyramid ##s older than egypt ' s poland"
GOLD SEQ: 	 b"ancient pyramid ##s older than egypt ' s found ##in poland"
PRED SEQ:	 b"ancient pyramid ##s older than egypt ' s poland"
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.229969, 0.056029707, -0.054854408, 0.010578543, 0.03427294, 0.007865667, 0.08218421, 0.075584054, 0.1011949]
GOLD TOK: 	 [['found', '##in']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'facebook users warned against accepting friend request from this person'
GOLD SEQ: 	 b'facebook users warned against accepting friend request from this girl'
PRED SEQ:	 b'facebook users said against accepting friend request from this person'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]
PRED DIST: 	 [-0.114471905, -0.011935908, -0.0127508715, 0.05619245, 0.13329111, 0.14733307, 0.15840442, 0.12389352, 0.08464058, 0.07104074]
GOLD TOK: 	 [['girl']]
PRED TOK: 	 [['said']]
################################################################################
IN SEQ: 	 b'shock discovery as lost species of humans from 100 , 000 years ago uncovered'
GOLD SEQ: 	 b'shock discovery as lost species of humans from 100 , 000 years ago uncovered'
PRED SEQ:	 b'discovery as lost species of humans from 100 , 000 years ago uncovered'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.28502682, 0.2800858, 0.15686461, 0.26382974, 0.24230802, 0.10348813, 0.1408683, 0.15491413, 0.20083505, 0.41564232, 0.20503965, 0.18151309, 0.15419057, 0.26789525]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"elite ' isis hunters ' unleashed : putin strengthen ##s grip on syria with special unit"
GOLD SEQ: 	 b"elite ' isis hunters ' unleashed : putin strengthen ##s grip on syria with sinister special unit"
PRED SEQ:	 b"elite ' isis hunters ' unleashed : putin strengthen ##s grip on syria with special unit"
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.27576572, 0.2023089, 0.13530609, 0.04694052, 0.25850815, 0.24541366, 0.32660896, 0.16909814, 0.18649924, 0.28058544, 0.16148257, -0.041105114, 0.24079597, 0.35946602, 0.18953067, 0.15816003]
GOLD TOK: 	 [['sinister']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"shan ##a gr ##ice murder : judge police ' failures ' as killer jailed for minimum 25 years"
GOLD SEQ: 	 b"shan ##a gr ##ice murder : judge blasts police ' failures ' as killer jailed for minimum 25 years"
PRED SEQ:	 b"shan ##a gr ##ice murder : judge police ' failures ' as killer jailed for minimum 25 years"
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.059913665, -0.09564467, -0.25873113, -0.077009074, 0.21957731, -0.054482933, -0.121690825, 0.09173325, -0.13062504, 0.13086633, -0.12943462, 0.052136995, 0.097719155, 0.14291485, -0.08994652, -0.052711956, -0.17872278, -0.094434045]
GOLD TOK: 	 [['blasts']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'kim k ##lok ##e has sex with half - naked kim k ##ali ##ke and his girlfriend watches'
GOLD SEQ: 	 b'geek ##y b ##lok ##e has sex with half - naked kim k look ##ali ##ke and his girlfriend watches'
PRED SEQ:	 b'kim k ##lok ##e has sex with half - naked kim k ##ali ##ke and his girlfriend watches'
GOLD DIST: 	 [1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.15805686, -0.16019076, -0.03258068, -0.12530929, -0.02117763, 0.08614819, 0.023001753, 0.33908832, 0.2044132, 0.23044936, 0.20481324, 0.0322859, 0.22563419, -0.028670266, -0.022524223, -0.012529999, -0.07539623, -0.012173012]
GOLD TOK: 	 [['geek', '##y', 'b'], ['look']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"theresa may puts brakes on philip hammond ' s ' white van man ' national insurance issue"
GOLD SEQ: 	 b"theresa may puts brakes on philip hammond ' s ' white van man ' national insurance hike"
PRED SEQ:	 b"theresa may puts brakes on philip hammond ' s ' white van man ' s national insurance issue"
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]
PRED DIST: 	 [0.1793101, -0.14525224, -0.1002475, -0.19969934, -0.3168014, 0.3160295, 0.10723142, 0.13314402, 0.27103245, -0.035956927, 0.27136385, 0.10714568, 0.057515055, 0.18300349, 0.2808246, 0.17647034, 0.11944054]
GOLD TOK: 	 [['hike']]
PRED TOK: 	 [['s']]
################################################################################
IN SEQ: 	 b': cyber warriors take control of nasa drone mid ##flight'
GOLD SEQ: 	 b'hacked : cyber warriors take control of nasa drone mid ##flight'
PRED SEQ:	 b': cyber warriors take control of nasa drone mid ##flight'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.11153169, 0.20042615, 0.12912413, 0.30791533, 0.13044822, 0.03512983, 0.1194863, 0.16488004, 0.31453028, 0.12527648]
GOLD TOK: 	 [['hacked']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"jailed : czech thug who claimed baby killed ' by ghosts ' admits murder"
GOLD SEQ: 	 b"jailed : czech thug who claimed baby killed ' by ghosts ' admits murder"
PRED SEQ:	 b"jailed : czech man who claimed baby killed ' by ghosts ' admits murder"
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.1704846, 0.2864116, 0.042473093, 0.26431358, 0.09787537, -0.01597339, 0.11840534, 0.1258072, -0.06941317, 0.0034563877, -0.0006620139, -0.03514234, 0.06772719, 0.3359286]
GOLD TOK: 	 []
PRED TOK: 	 [['man']]
################################################################################
IN SEQ: 	 b'clip : mach ##ete wielding - man run over twice but continues rampage'
GOLD SEQ: 	 b'unbelievable clip : mach ##ete wielding - man run over twice but continues rampage'
PRED SEQ:	 b'clip : mach ##ete wielding - man run over twice but continues'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.07347603, 0.11227726, 0.13236889, 0.07474362, 0.10823411, -0.12167543, -0.051216304, 0.08843644, -0.37554467, -0.033912178, -0.0398494, -0.19807509, 0.0034750178]
GOLD TOK: 	 [['unbelievable']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"breaking : fears as ' axe ##man goes on rampage ' in german train station"
GOLD SEQ: 	 b"breaking : terror fears as ' axe ##man goes on rampage ' in german train station"
PRED SEQ:	 b'breaking : fears as \' axe ##man goes on the " german train station'
