################################################################################
IN SEQ: 	 b'cops in republican senate office violently assault disabled protesters ; reports of serious injuries'
PRED DIST: 	 [0.10499591, 0.1882677, 0.2903328, 0.3004392, -0.059795976, 0.12627143, 0.1861279, 0.16576788, 0.27558124, 0.19115858, 0.1214819, 0.23675807, 0.24060674, 0.2830452, 0.355264, 0.41098055, 0.14789733, 0.1679956]
GOLD TOK: 	 []
PRED TOK: 	 [['a', 'person']]
################################################################################
IN SEQ: 	 b'chancellor george osborne set for humiliating climb ##down over tax credit cuts'
GOLD SEQ: 	 b'chancellor george osborne set for humiliating climb ##down over tax credit cuts'
PRED SEQ:	 b'chancellor george osborne set for climb ##down over tax credit cuts'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.34126782, 0.16753864, 0.23233089, -0.04537418, -0.08598814, 0.16848025, 0.3657924, 0.08471707, 0.12924328, 0.47437721, 0.5776278, 0.48785168]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'mystery as boy , 9 , dies at school after eating fish & chips'
GOLD SEQ: 	 b'mystery as boy , 9 , dies at school after eating fish & chips'
PRED SEQ:	 b'as boy , 9 , dies at school after eating fish & chips'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.04907742, -0.049385518, 0.12122595, 0.15421872, -0.04730682, 0.2464912, 0.14538775, 0.12577957, 0.17559505, 0.19182664, 0.35496563, 0.28875816, 0.3318419, 0.31511235]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'watch : heartbreak ##ing clip shows abused dog can only face corner of room'
GOLD SEQ: 	 b'watch : heartbreak ##ing clip shows abused dog can only face corner of room'
PRED SEQ:	 b'watch : clip shows abused dog can only face corner of room'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.008481756, 0.06491648, 0.12241965, 0.22990169, 0.20251745, 0.08438684, 0.09348524, 0.07829997, -0.015166394, -0.017053425, 0.026650384, 0.022222102, -0.00640326, 0.092276245]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"' we must not forget otto ' student trapped in north korea jail ignored by trump"
GOLD SEQ: 	 b"' we must not forget otto ' student trapped in north korea jail ignored by trump"
PRED SEQ:	 b"' we must not forget otto ' student trapped in north korea jail"
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.052334443, -0.18811181, 0.097295925, 0.12246139, 0.32375282, 0.065899566, -0.021361805, 0.12822023, 0.24008866, 0.20543568, 0.07033338, 0.07097033, 0.065531775, 0.1540778, -0.061186105, -0.19131309]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'west ham v chelsea : london stadium packed with security amid fan violence fears'
GOLD SEQ: 	 b'west ham v chelsea : london stadium packed with security amid fan violence fears'
PRED SEQ:	 b'west ham v chelsea : london stadium packed with security amid fan -'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.038495358, 0.06954035, 0.1985971, 0.051777974, 0.12197613, 0.3437174, 0.16189328, 0.0900005, 0.13676214, 0.20221949, 0.17602175, 0.18416147, 0.30226183, 0.229495]
GOLD TOK: 	 []
PRED TOK: 	 [['-']]
################################################################################
IN SEQ: 	 b"ra ##un ##chy past of met cop ' s prostitute wife exposed"
GOLD SEQ: 	 b"ra ##un ##chy past of met cop ' s prostitute wife exposed"
PRED SEQ:	 b"ra ##un ##chy past of met cop ' s prostitute wife exposed"
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.06639622, 0.19829655, 0.09847279, 0.4322699, 0.43777084, 0.14309227, -0.08404216, 0.13921946, 0.2878511, 0.23849835, 0.30150044, 0.21106882]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'watch : footballer shove ##s opponent to the floor , was definitely not expecting this response'
GOLD SEQ: 	 b'watch : footballer shove ##s opponent to the floor , was definitely not expecting this response'
PRED SEQ:	 b'watch : footballer shove ##s opponent to the floor , was not expecting this response'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.024009004, -0.05677224, 0.1447454, -0.19777513, -0.1326729, 0.103760734, -0.064604625, 0.3711016, 0.38509917, 0.059485354, 0.21652083, 0.14800125, 0.33838838, 0.07303153, 0.21700777, 0.3187111]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"patient claims doctor ' raped her while she was under ana ##est ##hetic '"
GOLD SEQ: 	 b"patient claims doctor ' raped her while she was under ana ##est ##hetic '"
PRED SEQ:	 b"patient claims doctor ' raped her while she was under ana ##est ##hetic '"
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.34630427, 0.37951463, 0.4408116, 0.41268063, 0.4811432, 0.44438702, 0.45074654, 0.3464493, 0.4288764, 0.35986048, 0.25612965, 0.37484837, 0.32860976, 0.1675814]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'now google is joining the fight against isis propaganda network'
GOLD SEQ: 	 b'now google is joining the fight against isis propaganda network'
PRED SEQ:	 b'now google is joining the fight against isis network'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.060648367, -0.01572615, 0.18115142, 0.3510014, 0.51298213, 0.26686892, 0.37715617, 0.4243957, 0.46663085, 0.17874777]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'bikini babe ##s strip off for chile ##s best bum competition'
GOLD SEQ: 	 b'bikini babe ##s strip off for chile ##s best bum competition'
PRED SEQ:	 b'bikini babe ##s strip off for chile ##s best'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.1473023, 0.21668598, 0.2637341, 0.17531429, 0.19059956, 0.13855942, 0.079838425, 0.0809659, 0.19975108, 0.16243681, 0.21133453]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"' we are not frightened ' north korea bull ##ish as us navy strike group closes closes in"
GOLD SEQ: 	 b"' we are not frightened ' north korea bull ##ish as us navy strike group closes closes in"
PRED SEQ:	 b"' we are not frightened ' north korea rejected as us navy strike group closes closes in"
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.2364406, 0.003925398, 0.3267338, 0.31911296, 0.15274246, 0.03996338, 0.1985946, 0.23169337, 0.22365747, 0.18470842, 0.24032746, 0.38463852, 0.2809094, 0.39238533, 0.23970914, 0.28309476, 0.41400197, 0.34021765]
GOLD TOK: 	 []
PRED TOK: 	 [['rejected']]
################################################################################
IN SEQ: 	 b'couples and three ##some ##s caught having sex behind brit nightclub in shock cc ##tv'
GOLD SEQ: 	 b'couples and three ##some ##s caught having sex behind brit nightclub in shock cc ##tv'
PRED SEQ:	 b'couples and three ##some ##s caught having sex behind brit nightclub in cc'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.06036128, 0.120878026, 0.16480413, 0.06763193, 0.11134412, -0.06761761, 0.005826324, 0.17847317, 0.11231528, 0.18867555, 0.29176834, 0.14464915, 0.28889462, 0.15314932, 0.117652506]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"post ##ie ' raped dog in middle of round when he was supposed to be delivering parcels '"
GOLD SEQ: 	 b"post ##ie ' raped dog in middle of round when he was supposed to be delivering parcels '"
PRED SEQ:	 b"post ##ie ' un un ##ulated dog in middle of round when he was supposed to be delivering parcels '"
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.17252947, 0.33916834, 0.19651958, 0.35866934, 0.068533, 0.32329482, 0.35924473, 0.30774805, 0.11939281, 0.2452032, 0.13297656, 0.3441512, 0.25796214, 0.2911467, 0.16974723, 0.13251173, 0.030361272, -0.08202024]
GOLD TOK: 	 []
PRED TOK: 	 [['un', 'un', '##ulated']]
################################################################################
IN SEQ: 	 b'pictures : is this proof witches are haunting a church graveyard ?'
GOLD SEQ: 	 b'pictures : is this proof witches are haunting a church graveyard ?'
PRED SEQ:	 b'pictures : is this to be haunting a church graveyard ?'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.1187693, -0.018567212, 0.13149655, 0.23164669, 0.19635028, 0.15126741, 0.28120726, 0.28006598, 0.20887312, 0.22428945, 0.09791641, -0.01355812]
GOLD TOK: 	 []
PRED TOK: 	 [['to', 'be']]
################################################################################
IN SEQ: 	 b'david mo ##yes must quit : female football agent slams sunderland boss'
GOLD SEQ: 	 b'david mo ##yes must quit : female football agent slams sunderland boss'
PRED SEQ:	 b'david mo ##yes must quit : female football agent'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.041673128, 0.19536641, -0.016676813, 0.1266971, 0.15641458, 0.05440814, 0.19534019, 0.12603351, 0.071218394, 0.024351537, 0.11919984, 0.15149271]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"breaking : pilot in miracle escape as plane ' crash lands ' on turkish border"
GOLD SEQ: 	 b"breaking : pilot in miracle escape as plane ' crash lands ' on turkish border"
PRED SEQ:	 b"breaking : pilot in miracle escape as plane ' crash lands ' on turkish border"
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.20302734, -0.011806987, 0.14478236, -0.006734699, -0.07847589, -0.011115491, -0.16661702, 0.07037, -0.0008883327, -0.016393773, -0.17692691, 0.024968758, 0.12242049, 0.25132608, 0.12875228]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'george w . bush finally opens up about classified ufo files'
GOLD SEQ: 	 b'george w . bush finally opens up about classified ufo files'
PRED SEQ:	 b'george w . bush opens up about classified ufo files'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.24856481, 0.27226728, 0.25020358, 0.22427097, 0.14247757, -0.24373999, 0.06898895, 0.020591382, 0.3151803, 0.33395725, 0.21666628]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'breaking : massive blaze at as ##da super ##stor ##e as customers flee'
GOLD SEQ: 	 b'breaking : massive blaze at as ##da super ##stor ##e as customers flee'
PRED SEQ:	 b'breaking : massive blaze at as ##da super ##stor ##e as customers flee as customers flee'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.006771527, 0.20813443, 0.26377988, 0.3476396, 0.28617698, -0.12372328, 0.17794704, 0.33914763, 0.15703547, 0.43204352, 0.30878454, 0.09278595, 0.10189757]
GOLD TOK: 	 []
PRED TOK: 	 [['as', 'customers', 'flee']]
################################################################################
IN SEQ: 	 b'student pub crawl descends into brawl as boo ##zed up young ##sters fight in the streets'
GOLD SEQ: 	 b'student pub crawl descends into brawl as boo ##zed up young ##sters fight in the streets'
PRED SEQ:	 b'student pub crawl descends into brawl as boo ##zed up young ##sters fight in the streets'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.11777814, 0.18484324, 0.272282, 0.36403725, 0.29037797, 0.37277293, 0.38373455, 0.24999674, 0.19499661, 0.32735127, 0.3543205, 0.30163813, 0.37940344, 0.24709868, 0.5364634, 0.40803412]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'graphic content : big cat fears as di ##sf ##ig ##ured animal car ##cas ##ses litter the countryside'
GOLD SEQ: 	 b'graphic content : big cat fears as di ##sf ##ig ##ured animal car ##cas ##ses litter the countryside'
PRED SEQ:	 b'graphic content : big cat fears as di ##sf ##ig ##ured animal car ##cas ##ses litter the countryside'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.09822951, 0.021568581, -0.12612146, -0.122208044, -0.1021962, -0.12527321, -0.07344362, 0.373017, 0.18240048, 0.13898051, 0.33433706, 0.2024884, 0.39396203, 0.29517412, 0.30902988, 0.17940795, 0.27990395, -0.058302805]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"wwe ' s hottest wa ##gs : wrestling babe ##s ready for wrestlemania 33"
GOLD SEQ: 	 b"wwe ' s hottest wa ##gs : wrestling babe ##s ready for wrestlemania 33"
PRED SEQ:	 b"wwe ' s wa ##gs : wrestling babe ##s ready for wrestlemania 33"
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.07442349, 0.074665636, 0.14051741, 0.21634421, -0.009974614, 0.14376038, 0.1916514, 0.22485009, 0.32147145, 0.21733476, -0.020428844, -0.16934562, -0.06259457, -0.04809957]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'ex - everton star marcus bent denies possessing meat cl ##ea ##ver after ta ##ser incident'
GOLD SEQ: 	 b'ex - everton star marcus bent denies possessing meat cl ##ea ##ver after ta ##ser incident'
PRED SEQ:	 b'ex - everton star marcus bent denies possessing meat cl ##ea ##ver after ta ##ser incident'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.09733936, -0.104660474, -0.16890255, -0.17392014, -0.18291396, -0.038464263, 0.0925262, 0.20470564, 0.3266096, 0.3887372, 0.072342694, 0.14055474, 0.22116844, 0.24817346, 0.028224848, 0.25700778]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'revealed : this is what aliens look like its not what you expect'
GOLD SEQ: 	 b'revealed : this is what aliens look like its not what you expect'
PRED SEQ:	 b'revealed : this is what aliens look like its not what you expect'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.15486374, -0.16791025, 0.11125297, 0.3134693, 0.08637956, -0.047753237, 0.1020885, -0.06036344, -0.12833524, -0.09921887, 0.003494233, -0.16479416, -0.2940917]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"britain ' s biggest sponge ##r shows off 1 ##k designer bag"
GOLD SEQ: 	 b"britain ' s biggest sponge ##r shows off 1 ##k designer bag"
PRED SEQ:	 b"britain ' s biggest prominent sponge ##r shows off 1 ##k designer bag"
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.08736189, 0.33201846, 0.39244047, 0.3915273, 0.42859355, 0.52713937, 0.4098639, 0.2709146, 0.24313523, 0.36655316, 0.28323755, 0.31528085]
GOLD TOK: 	 []
PRED TOK: 	 [['prominent']]
################################################################################
IN SEQ: 	 b"cycling legend chris board ##man slams ' sex ##ist ' sc ##ouse barber ##s"
GOLD SEQ: 	 b"cycling legend chris board ##man slams ' sex ##ist ' sc ##ouse barber ##s"
PRED SEQ:	 b"cycling player chris board ##man slams ' sex ##ist ' sc ##ouse barber ##s"
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.040085807, 0.13960315, 0.27587506, 0.14901207, 0.15423037, 0.060224637, -0.0439341, 0.079071894, 0.23915114, 0.17347403, -0.07164804, -0.04866284, 0.13580276, 0.113458164]
GOLD TOK: 	 []
PRED TOK: 	 [['player']]
################################################################################
IN SEQ: 	 b"becky watts trial : step ##bro ##ther admits he was a ' psychological ##ly disturbed cave ##man '"
GOLD SEQ: 	 b"becky watts trial : step ##bro ##ther admits he was a ' psychological ##ly disturbed cave ##man '"
PRED SEQ:	 b"becky watts trial : step ##bro ##ther says he was a ' psychological ##ly disturbed cave ##man '"
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.09199394, 0.09455174, 0.2506648, 0.04881476, 0.1865553, 0.061105378, 0.1271907, -0.21684106, 0.06323372, 0.2964068, 0.38361076, 0.21548223, 0.43439734, 0.43421078, 0.50353, 0.20001449, 0.25739336, 0.22782138]
GOLD TOK: 	 []
PRED TOK: 	 [['says']]
################################################################################
IN SEQ: 	 b"china ' s terrifying new warship is about launch and this is just the beginning"
GOLD SEQ: 	 b"china ' s terrifying new warship is about launch and this is just the beginning"
PRED SEQ:	 b"china ' s new warship is about launch and this is just the beginning"
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.12669325, -0.057337582, 0.11912414, 0.13191196, 0.2086893, 0.15672545, 0.35762462, 0.042835742, -0.033065096, 0.58241093, 0.4365167, 0.54165286, 0.45768094, 0.7714837, 0.2786163]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"' good dad ' who named son adolf hitler vows to adopt same name : ' so what if i ' m a nazi '"
GOLD SEQ: 	 b"' good dad ' who named son adolf hitler vows to adopt same name : ' so what if i ' m a nazi '"
PRED SEQ:	 b"' good dad ' who named son adolf hitler claims to adopt same name : ' so what if i ' m a nazi '"
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.13120542, 0.1865287, 0.28811133, 0.10757176, 0.104194194, 0.2542857, 0.28190705, 0.47938532, 0.44661134, 0.34485838, 0.47571945, 0.4942022, 0.50699997, 0.2682758, 0.118124366, 0.005339876, 0.09904893, 0.06874627, -0.053011946, -0.11201735, -0.13196458, 0.17526202, 0.30853307, 0.37466592, 0.031961888]
GOLD TOK: 	 []
PRED TOK: 	 [['claims']]
################################################################################
IN SEQ: 	 b"critics slam ' sex ##ist ' spec ##tre film"
GOLD SEQ: 	 b"critics slam ' sex ##ist ' spec ##tre film"
PRED SEQ:	 b"critics slam ' sex ##ist ' spec"
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.24821939, 0.29605216, 0.25888976, 0.42754325, 0.41064596, 0.4140296, 0.5155745, 0.2856409, 0.48440865]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'man arrested after series of pictures showing tourists stripped naked on beach go viral'
