################################################################################
IN SEQ: 	 b'cops in republican senate office assault disabled protesters ; reports of serious injuries'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.04137856, 0.025409583, 0.15068166, 0.0006392807, 0.00022240552, 0.49869773, 0.025417054, 0.026540957, 0.005950415, 0.005817406, 0.006441214, 0.00044029346, 0.0026791731, 0.0017386267, 0.02412363]
GOLD TOK: 	 [['star']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b': this is what aliens look like its not what you expect'
GOLD SEQ: 	 b'revealed : this is what aliens look like its not what you expect'
PRED SEQ:	 b': this is what aliens look like its not what you expect'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.10532852, 0.07743547, 0.052977443, 0.023271663, 0.14650802, 0.07538666, 0.011473674, 0.10653971, 0.044409834, 0.0019196065, 0.28644794, 0.030291466]
GOLD TOK: 	 [['revealed']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"britain ' s biggest sponge ##r shows off 1 ##k designer"
GOLD SEQ: 	 b"britain ' s biggest sponge ##r shows off 1 ##k designer bag"
PRED SEQ:	 b"britain ' s biggest sponge ##r shows off 1 ##k designer"
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.015893975, 9.13775e-05, 0.00044337095, 0.8299215, 0.020613186, 0.012239812, 0.0006463067, 0.0004860529, 0.014053322, 0.0075897193, 0.010007564]
GOLD TOK: 	 [['bag']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"cycling player chris board ##man slams ' sex ##ist ' sc ##ouse barber ##s"
GOLD SEQ: 	 b"cycling legend chris board ##man slams ' sex ##ist ' sc ##ouse barber ##s"
PRED SEQ:	 b"cycling player chris board ##man slams ' sex ##ist '"
GOLD DIST: 	 [0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.00053844374, 2.4177427e-05, 1.9234699e-06, 2.1095582e-06, 1.8350536e-06, 0.14091006, 3.2654527e-05, 0.0006007001, 0.00038446856, 9.841416e-06, 0.5077179, 0.45932227, 0.029787285, 0.016375083]
GOLD TOK: 	 [['legend']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"becky watts trial : step ##bro ##ther said he was a ' psychological ##ly disturbed cave ##man '"
GOLD SEQ: 	 b"becky watts trial : step ##bro ##ther admits he was a ' psychological ##ly disturbed cave ##man '"
PRED SEQ:	 b"becky watts trial : step ##bro ##ther said he was a ' psychological ##ly disturbed cave ##man '"
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0017207484, 6.415403e-05, 0.00030274357, 0.00018925253, 0.5093824, 0.1756441, 0.2772737, 0.8739628, 0.00030799813, 0.0013038471, 1.0992354e-05, 3.3755127e-06, 1.43771285e-05, 1.0588923e-05, 4.9039412e-05, 0.00073119876, 0.003335789, 5.822867e-06]
GOLD TOK: 	 [['admits']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"china ' s new warship is about launch and this is just the beginning"
GOLD SEQ: 	 b"china ' s terrifying new warship is about launch and this is just the beginning"
PRED SEQ:	 b"china ' s new warship is about launch and this is just the beginning"
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.12147939, 0.005743397, 0.0052348203, 0.076101825, 0.27599305, 0.07606298, 0.03796732, 0.017780308, 0.0017116462, 0.0064370534, 0.013733249, 0.10615291, 0.00012510372, 0.0019115929]
GOLD TOK: 	 [['terrifying']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"' good dad ' m who named son adolf hitler vows to adopt same name : ' so what if i ' m a nazi '"
GOLD SEQ: 	 b"' good dad ' who named son adolf hitler vows to adopt same name : ' so what if i ' m a nazi '"
PRED SEQ:	 b"' good dad ' m who named son adolf hitler vows to adopt same name : ' so what if i ' m a nazi '"
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.033304147, 0.472726, 0.031783096, 0.0036195733, 0.005306861, 0.02617036, 0.107185096, 0.09220013, 0.0015885374, 0.0003618666, 0.084155686, 4.767646e-05, 0.033431392, 0.0016991533, 0.00043943746, 0.00024724726, 0.0001083746, 4.7632333e-05, 1.7373328e-05, 8.479539e-06, 2.3522987e-05, 1.1070329e-05, 1.9359992e-05, 5.47451e-05, 0.0028003543, 0.0001860332]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"critics slam ' sex ##ist ' film"
GOLD SEQ: 	 b"critics slam ' sex ##ist ' spec ##tre film"
PRED SEQ:	 b"critics slam ' s ' film"
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.41206726, 0.0090812305, 0.000510418, 0.5538836, 0.6517682, 0.0058793123, 0.031649068]
GOLD TOK: 	 [['spec', '##tre']]
PRED TOK: 	 [['s']]
################################################################################
IN SEQ: 	 b'man arrested after series of pictures showing tourists stripped naked on beach go viral'
GOLD SEQ: 	 b'man arrested after series of pictures showing tourists stripped naked on beach go viral'
PRED SEQ:	 b'man arrested after series of pictures showing tourists stripped naked on beach go viral'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.23073377, 0.06898977, 0.006346735, 0.0029792248, 3.6338715e-05, 0.013840207, 0.025260411, 0.34679052, 0.04937099, 0.004154813, 0.00018635666, 0.011050504, 0.13050433, 0.106804274]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'breaking : br ##ex ##it article 50 date'
GOLD SEQ: 	 b'breaking : br ##ex ##it article 50 trigger date revealed'
PRED SEQ:	 b'breaking : br ##ex ##it article 50 date'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.09117629, 0.006979443, 0.004446627, 0.0056011193, 0.010334896, 0.29327422, 0.011677497, 0.37151292]
GOLD TOK: 	 [['trigger'], ['revealed']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'13 - year - old girl arrested over killing of dad darren kelly'
GOLD SEQ: 	 b'13 - year - old girl arrested over murder of dad darren kelly'
PRED SEQ:	 b'13 - year - old girl arrested over of dad darren kelly'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.014005667, 0.005871759, 0.0040198388, 0.0021770524, 0.004686693, 0.2361817, 0.024880415, 0.042355448, 0.44610488, 0.00039440262, 0.016829932, 0.00058823614, 5.8017413e-05]
GOLD TOK: 	 [['murder']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'slow - mo ad ##vert is so steam ##y it sent the internet into melt ##down'
GOLD SEQ: 	 b'sexy slow - mo ad ##vert is so steam ##y it sent the internet into melt ##down'
PRED SEQ:	 b'slow - mo ad ##vert is so steam ##y it sent the internet into melt ##down'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.45753226, 0.19395563, 0.3968495, 0.0010431851, 0.003838669, 0.10381018, 0.015626784, 0.033246115, 0.0104387505, 0.0019916496, 0.00423217, 1.5980848e-05, 0.00027424333, 0.00087532046, 0.016852703, 0.03728369]
GOLD TOK: 	 [['sexy']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'thug leaves ex - lover for dead after beating her up in front of his kids'
GOLD SEQ: 	 b'evil thug leaves ex - lover for dead after beating her up in front of his kids'
PRED SEQ:	 b'thug leaves ex - lover for dead after beating her up in front of his kids'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.11122905, 0.039361604, 0.33548552, 0.35172856, 0.55285066, 0.029558342, 0.029204573, 0.000682511, 0.0541685, 0.0018770847, 0.014506742, 2.9409928e-05, 8.6012544e-05, 7.2104262e-06, 0.007683705, 0.017527103]
GOLD TOK: 	 [['evil']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"video captures woman being helped by ' good sam ##ari ##tan ' moments before being rape"
GOLD SEQ: 	 b"chilling video captures woman being helped by ' good sam ##ari ##tan ' moments before being rape"
PRED SEQ:	 b"video captures woman being helped by ' good sam ##ari ##tan ' moments before being rape"
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.011339316, 0.46974495, 0.20823108, 0.000118178104, 0.0016907919, 1.5741361e-05, 2.2723416e-05, 0.0005226832, 0.000111346024, 7.6624965e-05, 0.00016495971, 1.8667923e-05, 0.01363681, 4.282965e-05, 0.0003515304, 0.060868718]
GOLD TOK: 	 [['chilling']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"head virus z ##ika in ireland after first us case ' caught through sex '"
GOLD SEQ: 	 b"head shrinking virus z ##ika in ireland after first us case ' caught through sex '"
PRED SEQ:	 b"head z ##ika in ireland after first us case ' caught through sex '"
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.26366845, 0.51343685, 0.1659884, 0.32876074, 0.0019204854, 0.10729571, 0.0037472802, 0.00631449, 0.01134761, 0.01849332, 3.153383e-05, 0.0010843545, 2.701517e-05, 0.00017152721, 3.4214805e-05]
GOLD TOK: 	 [['shrinking']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'cheltenham festival : girls light up day as punt ##ers turn to boo ##ze'
GOLD SEQ: 	 b'cheltenham festival : girls light up ladies day as punt ##ers turn to boo ##ze'
PRED SEQ:	 b'cheltenham festival : girls light up day as punt ##ers turn to boo ##ze'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.04655394, 0.012079625, 0.0004103172, 0.48702475, 0.09300964, 0.00022059731, 0.00065951754, 0.0005696594, 0.01470141, 0.0018242177, 0.0030886699, 0.00026656606, 0.073290735, 0.037534025]
GOLD TOK: 	 [['ladies']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'its us military deploy ##s missiles to north korea'
GOLD SEQ: 	 b'its war us military deploy ##s missiles to north korea'
PRED SEQ:	 b'its us military deploy ##s to north korea'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.030442538, 0.019078456, 0.04880345, 0.11484864, 0.22342914, 0.39405537, 0.020521078, 0.03175989, 0.0026402273]
GOLD TOK: 	 [['war']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'japan and us to team up as north korea releases space - missile plans'
GOLD SEQ: 	 b'japan and us to team up as north korea releases chilling space - missile plans'
PRED SEQ:	 b'japan and us to team up as north korea releases space - missile plans'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.006268152, 0.0009988899, 0.12314955, 0.00040246453, 0.00014325781, 0.00014321656, 0.00070123747, 0.0021929385, 0.00019449354, 0.044592477, 0.52535444, 0.4811422, 0.28367504, 0.015576968]
GOLD TOK: 	 [['chilling']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'earthquake sends shock ##wave ##s around russia ##s east coast'
GOLD SEQ: 	 b'huge earthquake sends shock ##wave ##s around russia ##s east coast'
PRED SEQ:	 b'earthquake sends shock ##wave ##s around russia ##s east coast'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.19183373, 0.20070152, 0.08849205, 0.03096823, 0.0127027305, 0.014868866, 0.36247376, 0.07957985, 0.07901381, 0.008054475]
GOLD TOK: 	 [['huge']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'isis holocaust threat : terror group says it will kill every jew in the world'
GOLD SEQ: 	 b'isis holocaust threat : sick terror group says it will kill every jew in the world'
PRED SEQ:	 b'isis holocaust threat : militant group says it will kill every jew in the world'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [4.8799255e-05, 8.000259e-06, 6.457595e-05, 1.8561197e-05, 0.9362401, 0.0022648023, 0.07075458, 5.4459804e-05, 0.00014156691, 0.00042982507, 2.9258506e-05, 0.000293637, 2.70958e-06, 1.2899602e-06, 1.5852856e-05]
GOLD TOK: 	 [['sick']]
PRED TOK: 	 [['militant']]
################################################################################
IN SEQ: 	 b'one in three terror suspects are white as fewer asian ##s are held'
GOLD SEQ: 	 b'one in three terror suspects are white as fewer asian ##s are held'
PRED SEQ:	 b'one in three terror suspects are white as fewer asian ##s are held'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0011014915, 1.7411427e-05, 0.0012259725, 0.5238354, 0.19884795, 0.012552033, 0.15539469, 0.0008870599, 0.0073320316, 0.011973135, 0.037170507, 0.00014822294, 0.008940976]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'watch : bull escapes fight and rampage ##s through crowd causing crowd'
GOLD SEQ: 	 b'watch : bull escapes fight and rampage ##s through crowd causing carnage'
PRED SEQ:	 b'watch : bull escapes fight and through crowd causing crowd'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]
PRED DIST: 	 [0.009185965, 0.001308248, 0.049916003, 0.0958321, 0.0035337582, 0.001359885, 0.67266506, 0.49585658, 0.0010078547, 0.0011567533, 0.016112259, 0.0017066142]
GOLD TOK: 	 [['carnage']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'graphic content : doctor squeeze ##s amounts of creamy yellow pun ##gent pu ##s from cy ##st cy ##st'
GOLD SEQ: 	 b'graphic content : doctor squeeze ##s rep ##ulsive amounts of creamy yellow pun ##gent pu ##s from cy ##st'
PRED SEQ:	 b'graphic content : doctor squeeze ##s amounts of creamy yellow pu ##s from cy ##st cy ##st cy ##st'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]
PRED DIST: 	 [0.0018964614, 6.227511e-05, 6.224703e-06, 0.0048733065, 0.014580356, 0.0066979947, 0.00042488115, 3.918758e-06, 0.0055011734, 0.0010863582, 0.7616812, 0.67802954, 0.0013803658, 0.013273844, 6.479629e-05, 0.0001242897, 0.00010988651, 0.00014381486, 0.00012350029]
GOLD TOK: 	 [['rep', '##ulsive']]
PRED TOK: 	 [['cy', '##st']]
################################################################################
IN SEQ: 	 b"pictured : foot ##ie ph ##ys ##io who ' s attracting fans madly in love with her to training"
GOLD SEQ: 	 b"pictured : gorgeous foot ##ie ph ##ys ##io who ' s attracting fans madly in love with her to training"
PRED SEQ:	 b"pictured : foot ##ie ph ##ys ##io who ' s attracting fans in love with her to training"
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [2.6445712e-05, 5.7875022e-06, 2.099811e-05, 9.92287e-06, 4.406606e-06, 2.997564e-06, 8.679696e-06, 5.243031e-05, 1.5024117e-05, 3.527946e-05, 8.117428e-05, 9.068394e-06, 0.9945052, 0.00022952817, 0.0023547434, 2.9893847e-06, 6.096901e-06, 3.2618802e-06, 5.0936274e-06]
GOLD TOK: 	 [['gorgeous']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'mass brawl er ##upt ##s during liverpool mma event as armed crowd members storm ring'
GOLD SEQ: 	 b'mass brawl er ##upt ##s during liverpool mma event as armed crowd members storm ring'
PRED SEQ:	 b'mass brawl er ##upt ##s during liverpool mma event as armed crowd members storm ring'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.013870488, 0.049577836, 0.22110845, 0.4984074, 0.2826796, 0.0031004176, 0.030917378, 0.005100561, 0.007455511, 0.0013760043, 0.026224164, 0.0008968581, 6.628524e-05, 0.005123484, 0.00015422935]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'dad stunned as ghost of jesus appears in photo next to statue'
GOLD SEQ: 	 b'dad stunned as ghost of jesus appears in photo next to holy statue'
PRED SEQ:	 b'dad stunned as ghost of jesus appears in photo next to statue'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.16944963, 0.5644198, 0.0007851425, 0.11572909, 0.00012514943, 0.0067878873, 0.011345352, 8.382001e-05, 0.012756701, 0.0020488435, 1.7901302e-05, 0.07199724]
GOLD TOK: 	 [['holy']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'violent outburst ##s at arsenal man city game as angry gunners fight each other'
GOLD SEQ: 	 b'violent outburst ##s at arsenal man city game as angry gunners fight each other'
PRED SEQ:	 b'violent outburst ##s at arsenal man city game as angry gunners fight each other'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.2087657, 0.11384743, 0.07576116, 0.00014362218, 0.0008240403, 0.53221804, 0.0073763835, 0.0034452423, 0.00015890159, 0.02296654, 0.02372154, 0.017819522, 0.00046982418, 0.00071297784]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"tony belle ##w reveals david hay ##e ' s final words before boxing defeat"
GOLD SEQ: 	 b"tony belle ##w reveals david hay ##e ' s final words before shock boxing defeat"
PRED SEQ:	 b"tony belle ##w reveals david hay ##e ' s final words before boxing defeat"
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0015725901, 7.771184e-05, 2.0159836e-05, 0.252821, 1.3793787e-05, 8.08108e-06, 5.931323e-06, 9.184165e-06, 2.8392245e-05, 0.12350356, 0.010888859, 0.004875411, 0.061535385, 0.24451596]
GOLD TOK: 	 [['shock']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"lad asks ##tee ##n ' what ' s under your towel ? ' and her response is lad"
GOLD SEQ: 	 b"lad asks ##tee ##n ' what ' s under your towel ? ' and her response is incredible"
PRED SEQ:	 b"lad asks ##tee ' what ' s under your towel ? ' and her response is lad"
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]
PRED DIST: 	 [0.010384918, 0.0009853311, 0.91230756, 0.4079434, 1.3500988e-05, 1.1186377e-05, 3.66788e-06, 9.010995e-06, 8.014631e-06, 7.71905e-06, 2.847533e-05, 3.1810544e-06, 3.0692838e-06, 7.407231e-06, 0.00015155495, 2.7787137e-05, 0.00021190515, 0.69699246]
GOLD TOK: 	 [['incredible']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'vile b ##lok ##e raped girl , 13 , in wood then offered mum 15 ##k to take her back to romania'
