################################################################################
IN SEQ: 	 b'cops in republican senate office assault disabled protesters ; reports of serious injuries'
GOLD SEQ: 	 b'james come ##ys disgusting secret is out after where he was just caught walking into last night'
PRED SEQ:	 b'james come ##ys secret is out after where he was just caught walking into last night'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.04235874, 0.05074802, -0.110655576, 0.23111008, -0.05448267, -0.108299434, 0.061502606, 0.016849086, 0.1339909, -0.075845644, -0.035733923, 0.011585176, -0.07042384, -0.0021054745, 0.008818597, -0.034455508]
GOLD TOK: 	 [['disgusting']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'kim ka ##rda ##shi ##an criticized over daughters dress ( photos )'
GOLD SEQ: 	 b'kim ka ##rda ##shi ##an slammed over daughters dress ( photos )'
PRED SEQ:	 b'kim ka ##rda ##shi ##an criticized over daughters dress ( photos )'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.0047097057, -0.3199317, -0.5954427, -0.45657822, -0.25454342, -0.048310593, -0.07025999, -0.11668395, -0.055806443, -0.3773642, -0.084876016, -0.06508207]
GOLD TOK: 	 [['slammed']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'call him her and her him : trump ad ##min continues with obama - era social engineering'
GOLD SEQ: 	 b'call him her and her him : trump ad ##min continues with obama - era social engineering'
PRED SEQ:	 b'call him her and her him : trump ad ##min continues with obama - era social engineering'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.09925938, 0.06224397, 0.07275811, -0.09792596, -0.176066, 0.192803, -0.24941134, 0.043514922, 0.19365886, -0.019481078, -0.12356961, -0.1667356, -0.19861676, -0.42918712, 0.010098785, -0.07630427, -0.10974488]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'bombs ##hell : anonymous twitter user white rabbit claims 28 , 000 private hillary emails online'
GOLD SEQ: 	 b'bombs ##hell : anonymous twitter user white rabbit dump ##s 28 , 000 private hillary emails online'
PRED SEQ:	 b'bombs ##hell : anonymous twitter user white rabbit claims 28 , 000 private hillary emails online'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.004302621, -0.0015073419, -0.041148603, -0.0744206, -0.17977218, -0.23128153, -0.31988776, -0.19011647, -0.083944306, 0.16507304, 0.11506608, -0.10930821, -0.08179249, -0.20862088, -0.22033885, -0.11357166]
GOLD TOK: 	 [['dump', '##s']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'report : supreme court justice kennedy may retire , giving trump'
GOLD SEQ: 	 b'report : supreme court justice kennedy may retire , giving trump another appointment'
PRED SEQ:	 b'report : supreme court justice kennedy may retire , giving trump'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.2515532, -0.20149145, -0.1652065, -0.2867679, -0.18915224, 0.018299758, 0.11593211, 0.08613593, 0.1178823, 0.098704614, 0.16291663]
GOLD TOK: 	 [['another', 'appointment']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'om ##g : after cnn reporter called trump ##s immigration plan racist , watch all hell break loose'
GOLD SEQ: 	 b'om ##g : after cnn reporter called trump ##s immigration plan racist , watch all hell break loose'
PRED SEQ:	 b'om ##g : after cnn reporter called trump ##s immigration plan racist , watch all hell break loose'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.072745755, -0.12764497, -0.4813211, -0.37907624, -0.12547646, 0.14074422, 0.09622747, -0.0946572, 0.09928113, 0.08900086, 0.18781176, -0.13744149, 0.31387994, 0.15762231, -0.04014488, -0.0124874115, 0.023809321, -0.11667372]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'am i the only one who is losing faith in the ##ever - ##well ##ever ##yt ##hing .'
GOLD SEQ: 	 b'am i the only one who is losing faith in ##well ##ever ##yt ##hing ?'
PRED SEQ:	 b'am i the only one who is losing faith in the ##ever - ##well - ##well ##ever - ##well ##ever .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0]
PRED DIST: 	 [0.019949004, -0.2143527, -0.44977298, -0.4819609, -0.32068348, -0.36663818, -0.3202073, -0.07375333, -0.15219769, -0.07314954, -0.06107329, -0.05659151, -0.19823807, -0.19012386, -0.039950617, -0.20062369, -0.16959083, -0.25032255]
GOLD TOK: 	 [['?']]
PRED TOK: 	 [['-', '##well'], ['-', '##well', '##ever']]
################################################################################
IN SEQ: 	 b'lack of black lives matter outrage over death of black officer'
GOLD SEQ: 	 b'surprising lack of black lives matter outrage over death of black officer'
PRED SEQ:	 b'lack of black lives matter outrage over death of black officer'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.36146963, 0.23003145, 0.17785451, 0.29418778, 0.2538917, 0.23839942, 0.1413737, 0.18795222, -0.0009991527, 0.15298674, 0.33102447]
GOLD TOK: 	 [['surprising']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"every world leader stopped dead to its tracks after seeing ivan ##ka ' s latest outfit bed ##az ##z ##ling !"
GOLD SEQ: 	 b"every world leader stopped dead to its tracks after seeing ivan ##ka ' s latest outfit bed ##az ##z ##ling !"
PRED SEQ:	 b"every world leader stopped dead to its tracks after seeing ivan ##ka ' s latest outfit bed ##az ##z ##ling !"
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.020916715, -0.122015655, -0.29633862, -0.20136641, -0.227461, -0.36128747, -0.27749652, -0.2956031, -0.19823459, -0.009555787, -0.22630247, -0.22577092, -0.02926737, -0.18288268, -0.12647015, 0.0015881956, 0.06025438, -0.2012427, -0.15813074, -0.2158022, -0.1423121]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'video : han ##nity'
GOLD SEQ: 	 b'video : han ##nity trolls morning joe ; offers to pay for joe &'
PRED SEQ:	 b'video : han ##nity'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.15959197, -0.3452481, -0.3669207, -0.40549746]
GOLD TOK: 	 [['trolls', 'morning', 'joe', ';', 'offers', 'to', 'pay', 'for', 'joe', '&']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'ag sessions announces a medical fraud take ##down in american history'
GOLD SEQ: 	 b'ag sessions announces largest medical fraud take ##down in american history'
PRED SEQ:	 b'ag sessions announces a medical fraud take ##down in american history'
GOLD DIST: 	 [0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.07885054, -0.096877076, 0.1544177, 0.14249945, 0.10592525, -0.033051036, 0.043978974, -0.21122119, -0.16303727, 0.008469012, -0.02917688]
GOLD TOK: 	 [['largest']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'hillary just suddenly showed up where trump was and brought sick muslim surprise with her'
GOLD SEQ: 	 b'hillary just suddenly showed up where trump was and brought sick muslim surprise with her'
PRED SEQ:	 b'hillary just suddenly showed up where trump was and brought sick muslim surprise with her'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.2440888, 0.16774464, 0.20549898, 0.06523336, -0.13571057, 0.032461986, 0.07841818, 0.27915204, -0.10520145, 0.12173447, 0.048902556, 0.23047668, 0.17541271, 0.023266941, 0.20008236]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'worse than target : major u . s . company with transgender policies down'
GOLD SEQ: 	 b'worse than target : major u . s . company ram ##ming transgender policies down our throat ##s'
PRED SEQ:	 b'worse than target : major u . s . company with transgender policies'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.24370155, 0.10217181, 0.32670116, -0.19080687, 0.14665817, 0.03114904, 0.04020102, 0.06644054, 0.09993486, 0.035580713, -0.012835532, 0.086853206, 0.05988826, 0.0503408]
GOLD TOK: 	 [['ram', '##ming'], ['our', 'throat', '##s']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'watch : former marine finds grandson in driveway , shocked to tears to learns why'
GOLD SEQ: 	 b'watch : disabled former marine finds grandson in driveway , shocked to tears to learns why'
PRED SEQ:	 b'watch : former marine finds grandson in driveway , shocked to tears to learns why'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.2640924, -0.30471584, 0.052141905, 0.03630981, -0.079649314, 0.1748957, -0.020431846, 0.010457367, 0.04602468, -0.03057246, -0.3131448, -0.009735942, -0.18958148, 0.016301274, 0.08926615]
GOLD TOK: 	 [['disabled']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'us pacific command seriously wrong about north korea ##s saturday missile launch'
GOLD SEQ: 	 b'us pacific command seriously wrong about north korea ##s saturday missile launch'
PRED SEQ:	 b'us pacific command seriously wrong about north korea ##s saturday missile launch'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.42119074, 0.2899994, 0.33888212, 0.28835654, 0.20469767, 0.29012382, 0.34041083, 0.36375034, 0.45185196, 0.32075176, 0.4170264, 0.34360695]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'un ##ora ! veteran forced to remove flag'
GOLD SEQ: 	 b'ridiculous ! veteran forced to remove flag'
PRED SEQ:	 b'un ##ora ! veteran forced to remove flag'
GOLD DIST: 	 [1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.3778979, 0.38767657, 0.08182985, 0.2732513, 0.23906519, 0.16840914, 0.33635306, 0.36203504]
GOLD TOK: 	 [['ridiculous']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'mel ##ania ##s popularity so ##ars at home & abroad here ##s why'
GOLD SEQ: 	 b'mel ##ania ##s popularity so ##ars at home & abroad here ##s why'
PRED SEQ:	 b'mel ##ania ##s popularity so ##ars at home & abroad here ##s why'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.1782847, 0.01858294, 0.14074826, 0.2214713, 0.11287171, 0.043392926, -0.108957574, 0.10977879, -0.13054794, -0.10474798, -0.09957072, -0.04562667, 0.042092294]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'inc ##est ##uous muslim rape ##s 12 - year - old , family ##s revenge leads to 29 arrests'
GOLD SEQ: 	 b'inc ##est ##uous muslim rape ##s 12 - year - old , family ##s bar ##bari ##c revenge leads to 29 arrests'
PRED SEQ:	 b'inc ##est ##uous muslim rape ##s 12 - year - old , family ##s revenge leads to 29 arrests'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.17903534, 0.19632334, 0.007473767, 0.06446883, 0.06491834, 0.078719854, 0.3785209, -0.016961128, 0.29329264, 0.032407284, 0.30137378, 0.19397205, 0.08020429, 0.1240724, 0.09995043, -0.08018103, -0.06266932, 0.053379506, 0.26705414]
GOLD TOK: 	 [['bar', '##bari', '##c']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'mainstream media sm ##ears christian organization as hate group based on opinion of far left group'
GOLD SEQ: 	 b'mainstream media sm ##ears christian organization as hate group based on opinion of far left group'
PRED SEQ:	 b'mainstream media sm ##ears christian organization as hate group based on opinion of far left group'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.41776928, 0.1485067, 0.007966705, 0.0027428865, 0.22603996, 0.23525459, 0.26791283, 0.35626376, 0.1744083, 0.08960177, 0.123067066, 0.21308777, 0.14659639, 0.45842877, 0.4252936, 0.39144513]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'barack obama just violated logan act , commits treason against trump'
GOLD SEQ: 	 b'barack obama just violated logan act , commits treason against trump'
PRED SEQ:	 b'barack obama just violated logan act , commits treason against trump'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.42633623, 0.22298834, 0.28858635, -0.042592168, 0.087195784, 0.27075523, 0.35170832, 0.16562146, 0.25111866, 0.0029860586, 0.16913739]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'former marine warrior demonstrates one way of responding to campaign in iraq'
GOLD SEQ: 	 b'former marine warrior demonstrates one way of responding to terror in iraq'
PRED SEQ:	 b'former marine warrior demonstrates one way of responding to campaign in iraq'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]
PRED DIST: 	 [0.13404325, 0.17167895, 0.07694206, 0.035015866, 0.13881668, 0.3368756, 0.09890585, 0.08637687, 0.060005225, 0.09866211, -0.01460433, 0.15094729]
GOLD TOK: 	 [['terror']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'too close to ka ##rda ##shi ##an clan : people threaten to bail when bunny ranch brothel owner offers o . j . a job'
GOLD SEQ: 	 b'too close to ka ##rda ##shi ##an clan : hooker ##s threaten to bail when bunny ranch brothel owner offers o . j . a job'
PRED SEQ:	 b'close to ka ##rda ##shi ##an clan : people threaten to bail when bunny ranch brothel owner offers o . j . a job'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.55920714, 0.3892841, 0.53187627, 0.2357017, 0.049780354, 0.39198303, 0.2683304, 0.5529802, 0.022729456, 0.47515053, 0.2934221, 0.2941229, 0.19432774, 0.19159472, 0.29854155, 0.20586696, 0.33984685, 0.38661033, 0.28521228, 0.60671324, 0.38815245, 0.84985703, 0.5768945, 0.512423, 0.41846016]
GOLD TOK: 	 [['hooker', '##s']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'bro playing ac / dc ##s thunder ##st ##ruck on one guitar is the ep ##ito ##me of talent !'
GOLD SEQ: 	 b'bro playing ac / dc ##s thunder ##st ##ruck on one guitar is the ep ##ito ##me of talent !'
PRED SEQ:	 b'bro playing ac / dc ##s thunder ##st ##ruck on one guitar is the ep ##ito ##me of talent !'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.39312142, 0.24473971, 0.13898456, 0.30749327, 0.1481871, 0.24089184, 0.37711364, 0.34408712, 0.24064414, 0.27751824, 0.248598, 0.45749378, 0.19641566, 0.055969626, 0.016373575, 0.07119313, -0.056648135, 0.17497085, 0.49129906, 0.2612986]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'democrats views for $ 15 minimum wage while paying their own staff much less'
GOLD SEQ: 	 b'democrats push for $ 15 minimum wage while paying their own staff much less'
PRED SEQ:	 b'democrats views for $ 15 minimum wage while paying their own staff much less'
GOLD DIST: 	 [0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.033788584, 0.20827442, -0.15672506, -0.110103495, -0.06110604, -0.08961166, -0.15648104, 0.04356399, -0.1266469, -0.010345589, -0.019428521, 0.16531093, 0.21063268, 0.054137632]
GOLD TOK: 	 [['push']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'upset brewing in alabama republican senate primary as polls conflict'
GOLD SEQ: 	 b'upset brewing in heated alabama republican senate primary as polls conflict'
PRED SEQ:	 b'upset brewing in alabama republican senate primary as polls conflict'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.1951277, 0.13284114, 0.10674132, 0.13539566, 0.09740853, 0.037729777, 0.103228614, 0.0382407, 0.12734479, 0.11136456]
GOLD TOK: 	 [['heated']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'james woods offers a prediction to parents with sign saying my son wears dresses and make - up , get over it !'
GOLD SEQ: 	 b'james woods offers hilarious prediction to parents with sign saying my son wears dresses and make - up , get over it !'
PRED SEQ:	 b'james woods offers a prediction to parents with sign saying my son wears dresses and make - up , get over it !'
GOLD DIST: 	 [0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.13017845, -0.058673173, -0.119355574, -0.13207728, 0.05436462, -0.5238304, 0.13195793, -0.037502944, 0.24415195, -0.07684493, 0.12064769, 0.3913939, 0.14746073, 0.042476956, -0.16336742, 0.13292435, -0.16017255, 0.10795651, 0.42857182, 0.4036575, 0.4155407, 0.78571874, 0.40508485]
GOLD TOK: 	 [['hilarious']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'paul mana ##fort targeted in new fbi probe'
GOLD SEQ: 	 b'paul mana ##fort targeted in new fbi probe'
PRED SEQ:	 b'paul mana ##fort targeted in new fbi probe'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.06278232, -0.3042723, -0.0033964366, 0.04693687, -0.04763329, -0.1573422, -0.18328989, -0.044776678]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'barron attacked while getting off aircraft after seeing what was just a few feet behind him'
